Year,NS Small Business,Type of Business,Received Small Business Impact Grant,Received Small Business Reopening and Support Grant
2020,Phil's Seafood,Restaurant with onsite dining,yes,yes
2020,Physio Frontiers,Self-regulated health professional,yes,yes
2020,Physio One Health Clinic,Self-regulated health professional,yes,yes
2020,Physiodirect,Self-regulated health professional,yes,yes
2020,PhysioLink Porters Lake Inc,Self-regulated health professional,yes,yes
2020,PhysioMatters Health Centre,Fitness establishment,yes,yes
2020,Physiotherapy Dynamics,Self-regulated health professional,yes,yes
2020,Physiotherapy Function,Self-regulated health professional,yes,yes
2020,Piatto Pizzeria + Enoteca,Restaurant with onsite dining,yes,yes
2020,Picasso Pizza,Restaurant with onsite dining,yes,no
2020,Pickford & Black Seafood House & Oyster Bar,Restaurant with onsite dining,yes,no
2020,Pictou County Gymnastics Club,Not for profit,yes,yes
2020,Pictou County Home Appliance Service,Personal care service,yes,yes
2020,Pictou County Yoga & Fitness,Fitness establishment,yes,yes
2020,Pictou Lodge Beach Resort,Restaurant with onsite dining,no,yes
2020,Pictou Lodge Resort,Restaurant with onsite dining,yes,yes
2020,Picture Perfect Framing/Art Gallery,Small retail,no,yes
2020,Piece of Cake Fine Bakery and Cafe,Restaurant with onsite dining,no,yes
2020,Pier One Chiropractic & Massage,Self-regulated health professional,yes,yes
2020,Pillars of Health,Self-regulated health professional,yes,yes
2020,Pillars of Health,Self-regulated health professional,yes,no
2020,Pilots' Pub,Restaurant with onsite dining,yes,yes
2020,Pine House,Restaurant with onsite dining,yes,yes
2020,Pineapple Eventworks,In-person trade shows and exhibitions,no,yes
2020,Pinehill Equestrian Centre,Fitness establishment,yes,yes
2020,Pineo DJ Service,"Live, performing arts for audience",yes,yes
2020,Pineo's Pet Spaw,Unregulated health professional,yes,yes
2020,Pinnacle Dental,Dental office,no,yes
2020,Pino's Hair Studio,Personal care service,yes,yes
2020,Pipers Pub,Restaurant with onsite dining,yes,yes
2020,Pirate Off-Road Nation,In-person trade shows and exhibitions,yes,yes
2020,Pisiquid Aquatic Club,Not for profit,yes,yes
2020,Pita Pit,Restaurant with onsite dining,yes,no
2020,Pita Pit,Restaurant with onsite dining,yes,yes
2020,Pita Pit,Restaurant with onsite dining,yes,yes
2020,Pita Pit,Restaurant with onsite dining,yes,yes
2020,Pita Pit,Restaurant with onsite dining,yes,no
2020,Pizza Delight,Restaurant with onsite dining,yes,no
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight,Restaurant with onsite dining,yes,no
2020,Pizza Delight,Restaurant with onsite dining,yes,yes
2020,Pizza Delight Elmsdale,Restaurant with onsite dining,yes,yes
2020,Pizza Delight Restaurant,Restaurant with onsite dining,yes,yes
2020,Pizza Girls & Katch,Restaurant with onsite dining,yes,yes
2020,Pizza Girls & Katch Scotia Square,Restaurant with onsite dining,yes,yes
2020,Pizza Girls and Katch Sea Food,Restaurant with onsite dining,yes,yes
2020,Pizza Girls Bedford,Restaurant with onsite dining,yes,yes
2020,Pizza Girls/Katch,Restaurant with onsite dining,yes,yes
2020,Pizza Pizza,Restaurant with onsite dining,yes,no
2020,Pizza Time Donairs,Restaurant with onsite dining,yes,yes
2020,Pizzaton,Restaurant with onsite dining,yes,yes
2020,Pizzatown,Restaurant with onsite dining,yes,yes
2020,Pizzatown,Restaurant with onsite dining,yes,yes
2020,Pizzatown Burnside,Restaurant with onsite dining,yes,yes
2020,Place for Hair,Personal care service,no,yes
2020,Plan A Dance Centre,Fitness establishment,yes,yes
2020,Planet Beach Contempo Spa,Personal care service,yes,yes
2020,Planters Ridge Winery,Drinking establishment,yes,yes
2020,Platinum Fitness,Fitness establishment,yes,yes
2020,Platinum Fitness,Fitness establishment,yes,yes
2020,Platinum Fitness,Fitness establishment,yes,yes
2020,Platinum Painting,In-person trade shows and exhibitions,yes,yes
2020,Platinum Physiotherapy and Rehabilitation Group,Self-regulated health professional,yes,yes
2020,Platypus Medical Exercise Therapy,Fitness establishment,no,yes
2020,Play 4 Kids,Not for profit,yes,yes
2020,Playami MultiSport Programs,Fitness establishment,yes,yes
2020,Playful Paws,Veterinarian,yes,yes
2020,Pleasant Street Dental Centre,Dental office,no,yes
2020,Pleasant Street Diner,Restaurant with onsite dining,yes,yes
2020,Plush Esthetic Studio,Personal care service,no,yes
2020,PMacs Fitness and Training Centre,Fitness establishment,yes,no
2020,PN Nails,Personal care service,yes,no
2020,Polish Village Hall,Not for profit,yes,yes
2020,Pomodoro Pizzeria,Restaurant with onsite dining,yes,yes
2020,Pon Pon Foods,In-person trade shows and exhibitions,yes,no
2020,Port Cities Music,"Live, performing arts for audience",yes,no
2020,Port City Coffee,Restaurant with onsite dining,yes,yes
2020,Porters Lake Community Service Association,In-person trade shows and exhibitions,no,yes
2020,Porters Lake Dental Clinic,Dental office,no,yes
2020,Porter's Pub,Restaurant with onsite dining,no,yes
2020,Portland Dental Associates,Dental office,no,yes
2020,Portland Street Creperie,Restaurant with onsite dining,yes,yes
2020,POSH!,Small retail,no,yes
2020,Positive Action for the Keppoch Society,Charity,yes,yes
2020,Posture Perfect Health,Unregulated health professional,yes,yes
2020,Precision Dance Association,Not for profit,yes,yes
2020,Premier Floorball,Fitness establishment,yes,yes
2020,Premiere Entertainment Group,"Live, performing arts for audience",yes,yes
2020,Premium Healthcare Solutions,Self-regulated health professional,yes,yes
2020,Prestige Hair Design,Personal care service,yes,yes
2020,Pretzelmaker/Mrs. Fields,Restaurant with onsite dining,no,yes
2020,Primal Kitchen,Restaurant with onsite dining,yes,yes
2020,Princess Nails,Personal care service,yes,yes
2020,Princess Nails,Personal care service,yes,yes
2020,Princess Nails,Personal care service,yes,yes
2020,Prism Lighting Group,In-person trade shows and exhibitions,yes,yes
2020,PROactive Health & Performance Centre,Self-regulated health professional,yes,yes
2020,PROactive Health & Performance Centre,Self-regulated health professional,yes,yes
2020,ProEdge Elite Training,Fitness establishment,yes,yes
2020,Professional Audiology Services Inc.,Self-regulated health professional,yes,yes
2020,PROTx Services,Self-regulated health professional,yes,yes
2020,Provincial Hearing,Self-regulated health professional,yes,yes
2020,Provincial Hearing Aid Service,Unregulated health professional,yes,yes
2020,Provincial Hearing Aid Service,Self-regulated health professional,yes,yes
2020,Provincial Hearing Aid Service,Self-regulated health professional,yes,yes
2020,Prowse Holdings,Veterinarian,yes,no
2020,Pubnico Area Lions Club,Not for profit,yes,no
2020,Pur & Simple,Restaurant with onsite dining,yes,yes
2020,Purdy's Wharf Dental Group,Dental office,no,yes
2020,Pure Bliss Salon & Spa,Personal care service,yes,yes
2020,Pure Hair Design Studio Inc,Personal care service,yes,yes
2020,Purple Door Productions,"Live, performing arts for audience",yes,yes
2020,PurTherapy Wellness Center,Unregulated health professional,yes,no
2020,PUSH Fitness & Performance,Fitness establishment,yes,yes
2020,PZZA.CO-HFX,Restaurant with onsite dining,yes,yes
2020,Qiu Brothers Dumplings,Restaurant with onsite dining,yes,yes
2020,Quality Cameras & Computers,Small retail,no,yes
2020,Quality Cuts,Personal care service,yes,yes
2020,Quality Cuts Hair Design,Personal care service,no,yes
2020,Quay Entertainment,"Live, performing arts for audience",yes,yes
2020,Queen Nails,Personal care service,yes,yes
2020,Queen Nails,Personal care service,yes,yes
2020,Queens Furniture,Small retail,no,yes
2020,Queensberry Rules Boxing Studio,Fitness establishment,yes,yes
2020,Quick As A Wink Theatre Society,"Live, performing arts for audience",yes,yes
2020,Quickies Café,Restaurant with onsite dining,yes,yes
2020,Quigg Counselling & Therapy Services,Self-regulated health professional,yes,yes
2020,Quincy Street Market,Small retail,no,yes
2020,Quiznos Sub,Restaurant with onsite dining,yes,no
2020,Quiznos Sub,Restaurant with onsite dining,yes,no
2020,R & R Dental,Dental office,no,yes
2020,R Studios,Fitness establishment,yes,yes
2020,Rabbit Hole Cafe,Restaurant with onsite dining,yes,yes
2020,Radco Enterprises,Small retail,no,yes
2020,Rainbow Nails,Personal care service,yes,yes
2020,Rainbows End Equestrian Center,Fitness establishment,yes,yes
2020,Ralph's Downeast Diner,Restaurant with onsite dining,yes,yes
2020,Ran-Cher Acres,In-person trade shows and exhibitions,yes,no
2020,Randy's Pizza and Donair,Restaurant with onsite dining,yes,yes
2020,Rankin Massage Therapy,Unregulated health professional,no,yes
2020,Rasa Flavours of India & Sura Lounge,Restaurant with onsite dining,yes,yes
2020,Rath Eastlink Community Centre,Fitness establishment,yes,yes
2020,Rave'N Ink Custom Tattoo Studio,Personal care service,yes,yes
2020,Rawzwe La Barbershop D'Houmes,Personal care service,yes,no
2020,Ray of Halifax Props and Production,"Live, performing arts for audience",yes,yes
2020,Ray's Falafel Lebanese Cuisine,Restaurant with onsite dining,yes,no
2020,Ray's Lebanese Cuisine,Restaurant with onsite dining,yes,yes
2020,RCR Hospitality Group,Restaurant with onsite dining,no,yes
2020,RDT Dental Lab,Self-regulated health professional,yes,yes
2020,Reaching Strides Equestrian Centre,Fitness establishment,yes,yes
2020,Rea's Electrolysis,Personal care service,no,yes
2020,Reboot Massage Therapy,Unregulated health professional,yes,yes
2020,Red Barn Restaurant & Gift Shops,Restaurant with onsite dining,no,yes
2020,Red Cap Restaurant & Motel,Restaurant with onsite dining,yes,yes
2020,Red Chilies Flavours of India,Restaurant with onsite dining,yes,yes
2020,Rediscover Hearing,Self-regulated health professional,yes,yes
2020,Redo's Pizza & Donair,Restaurant with onsite dining,yes,no
2020,Redwan Medical Inc.,Personal care service,yes,yes
2020,Refine Hair and Aesthetics,Personal care service,yes,yes
2020,Reflections Hair Studio,Personal care service,yes,yes
2020,Reflex at Ease,Unregulated health professional,yes,yes
2020,Refresh Body and Skincare Clinic,Personal care service,yes,yes
2020,Regional Chiropractic,Self-regulated health professional,yes,yes
2020,Rehab Matrix Canada Inc,Unregulated health professional,yes,yes
2020,Reid Optometry Inc.,Self-regulated health professional,yes,yes
2020,Reid Physiotherapy,Self-regulated health professional,yes,yes
2020,Reid's Restaurant and Bakery,Restaurant with onsite dining,yes,no
2020,Reigning Cats n Dogs Pet Spa,Personal care service,yes,yes
2020,Reilly's Lounge,Drinking establishment,yes,no
2020,Re-imagining Atlantic Harbours League,Not for profit,yes,yes
2020,Remedy Facial Bar & Spa,Personal care service,yes,yes
2020,Renewly Solar,In-person trade shows and exhibitions,yes,yes
2020,Resolutes Amateur Athletics Club,Not for profit,yes,yes
2020,Resolutions Massage Therapy,Self-regulated health professional,yes,yes
2020,Resonate Therapy,Self-regulated health professional,yes,yes
2020,Resource Opportunities Centre,Not for profit,yes,yes
2020,Restaurant Compose,Restaurant with onsite dining,no,yes
2020,Restaurant with onsite dining,Restaurant with onsite dining,yes,yes
2020,Restaurant with onsite dining,Restaurant with onsite dining,yes,yes
2020,Restaurant with onsite dining,Restaurant with onsite dining,yes,yes
2020,Restaurant with onsite dining,Restaurant with onsite dining,yes,yes
2020,Restless Pines Farm,Fitness establishment,yes,yes
2020,Resto - Urban Dining,Restaurant with onsite dining,yes,yes
2020,Restore.Renew.Revive. Counselling & Couples Therapy,Self-regulated health professional,yes,yes
2020,Retro Runway Fashions,Small retail,no,yes
2020,Return to Source Massage Therapy,Unregulated health professional,yes,yes
2020,Revamped Hair & Nail Studio,Personal care service,yes,yes
2020,Revitalize Laser,Personal care service,yes,yes
2020,Revive Hair Studio,Personal care service,yes,yes
2020,Revive Salon & Spa,Personal care service,yes,yes
2020,Revive Tanning & Wellness,Personal care service,yes,yes
2020,Revolution Fitness,Fitness establishment,yes,yes
2020,Rhubarb Restaurant,Restaurant with onsite dining,no,yes
2020,Rick's Frame and Art,Small retail,no,yes
2020,Rinaldo's Italian American Specialties,Restaurant with onsite dining,yes,yes
2020,Ristorante A Mano,Restaurant with onsite dining,yes,yes
2020,River Bourgeois Service Station,Independent gas retail,no,yes
2020,River Hill Dental,Dental office,no,yes
2020,River Pub,Restaurant with onsite dining,yes,yes
2020,Riverbank General Store & Cafe,Restaurant with onsite dining,yes,yes
2020,Riverlakes Physiotherapy,Self-regulated health professional,yes,yes
2020,Riverside DK Resources,Independent gas retail,no,yes
2020,RMT & Matrix Repatterning,Unregulated health professional,yes,yes
2020,Roach Chiropractic Centre,Self-regulated health professional,yes,yes
2020,Road Apples,Small retail,no,yes
2020,Roadside Chinese Cuisine,Restaurant with onsite dining,yes,yes
2020,Roadside Grill & Cabins,Restaurant with onsite dining,yes,yes
2020,Roadside Willies Smokehouse & Bar,Restaurant with onsite dining,yes,yes
2020,Robie St. Station,Restaurant with onsite dining,yes,yes
2020,Robin's Clinic of Traditional Chinese Medicine,Unregulated health professional,yes,yes
2020,Robin's Donuts,Restaurant with onsite dining,no,yes
2020,Robin's Donuts,Restaurant with onsite dining,yes,yes
2020,Robins Donuts,Restaurant with onsite dining,yes,yes
2020,Rob's Underground Entertainment,Drinking establishment,no,yes
2020,Rock the Hub Music Festival,"Live, performing arts for audience",yes,yes
2020,Rockbound Productions,"Live, performing arts for audience",yes,yes
2020,Rockhead Hair Design,Personal care service,no,yes
2020,Rockin' Rogi Diner,Restaurant with onsite dining,yes,yes
2020,Rockingham Ridge Dental Centre,Dental office,no,yes
2020,Rocky Hollow Ranch,Fitness establishment,yes,no
2020,Rocky's Noodles,Restaurant with onsite dining,yes,yes
2020,Rohan Wood Stables,Fitness establishment,yes,yes
2020,Rohland Optometry,Self-regulated health professional,yes,yes
2020,Roll It Up Sushi,Restaurant with onsite dining,yes,yes
2020,Rolling Sea Tattooery,Personal care service,yes,yes
2020,Roman Catholic Episcopal Corporation,Charity,yes,yes
